"","wt00","wt02","wt05","wt10","wt15","wt20","wt30","wt45"
"YML080W",10,19,156,306,328,402,399,230
"YML079W",665,629,695,557,409,389,501,369
"YML078W",880,838,846,709,591,647,767,826
"YML077W",79,92,177,242,241,212,261,178
"YML076C",474,396,511,605,403,373,441,349
"YML075C",733,636,685,667,676,747,1181,1183
"YML074C",1590,1520,1964,1951,1886,2333,3578,3224
"YML073C",139,156,464,1360,1897,3066,5946,7044
"YML072C",4659,4298,3544,2757,2150,2454,3467,4180
"YML071C",373,392,657,753,704,687,701,571
"YML070W",2436,2334,1992,1503,1113,1068,1076,920
"YML069W",847,743,992,1404,1563,1642,1697,1394
"YML068W",420,395,297,278,178,128,142,179
"YML067C",515,509,538,512,462,451,545,523
"YML066C",2,2,2,1,0,0,1,4
"YML065W",319,308,347,401,492,622,897,717
"YML064C",140,147,153,199,194,192,248,233
"YML063W",177,180,735,3122,4659,7002,14036,19086
"YML062C",552,530,600,558,421,387,366,354
"YML061C",222,207,250,437,522,601,686,599
"YML060W",7,7,31,145,248,358,362,215
"YML059C",429,334,651,707,548,585,800,852
"YML058W-A",8,15,19,10,8,12,23,21
"YML058W",1134,1139,1065,1271,1071,1019,1145,1160
"YML057C-A",4,3,2,0,1,2,1,2
"YML057W",1373,1182,1047,853,647,604,581,533
"YML056C",53,64,409,723,729,1226,2472,2462
"snR54",0,0,2,2,2,3,4,2
"YML055W",243,222,249,322,332,377,348,371
"YML054C",5252,4035,1671,301,78,34,59,61
"YML053C",248,242,246,229,249,193,211,273
"YML052W",391,265,235,478,519,590,626,804
"YML051W",362,282,378,373,324,374,459,437
"YML050W",234,234,161,101,79,64,50,56
"YML049C",423,338,587,543,484,515,599,584
"YML048W",2015,1905,1496,940,653,687,741,850
"YML047W-A",14,14,12,5,6,4,3,9
"YML047C",2,1,2,0,0,4,1,3
"YML046W",155,121,275,412,390,462,500,477
"YML045W",2393,2185,2227,2338,2260,2595,2917,2463
"YML043C",22,40,313,238,325,465,334,242
"YML042W",8327,7932,3978,711,153,51,26,41
"YML041C",261,204,175,155,117,126,109,112
"tP(UGG)M",1,0,2,0,2,0,7,2
"YML039W",3268,3131,3007,2729,2691,3055,3388,3217
"YML038C",221,207,616,614,405,416,571,628
"YML037C",23,18,75,91,73,83,72,79
"YML036W",53,50,54,154,154,140,173,146
"YML035C",1511,1323,1742,1210,1045,1178,1138,705
"YML034W",859,708,527,754,696,626,746,716
"YML032C",525,433,396,383,347,296,347,327
"YML031W",339,256,390,536,515,543,674,495
"YML030W",1169,966,458,248,183,128,147,190
"YML029W",682,592,590,489,321,304,314,314
"YML028W",6578,6278,5432,4292,3097,2991,3474,4821
"YML027W",22,23,407,811,373,358,467,360
"YML026C",85,118,395,1427,2031,3100,6331,8011
"YML025C",514,396,311,288,242,225,235,201
"YML024W",173,173,427,1305,1847,2668,5319,7220
"YML023C",150,160,232,252,177,160,245,263
"YML022W",60,47,181,490,503,641,876,759
"YML021C",78,76,150,241,247,321,399,311
"YML020W",541,446,439,343,326,303,385,300
"YML019W",187,203,201,182,221,278,383,425
"YML018C",57,44,738,2151,1391,605,364,300
"YML017W",436,330,352,437,449,472,607,698
"YML016C",1002,830,623,999,810,725,773,661
"YML015C",259,298,374,466,349,342,362,316
"YML014W",27,42,99,201,237,266,392,216
"YML013W",744,715,713,408,311,280,280,281
"YML012C-A",4,4,2,2,0,0,2,0
"YML012W",954,928,906,957,954,1062,1451,1753
"YML011C",72,71,113,121,125,110,112,101
"YML010W",1518,1331,1383,1651,1634,2081,2667,2142
"YML009W-B",7,16,6,7,15,9,16,8
"YML009C-A",3,2,0,2,2,0,4,1
"YML009C",299,311,215,218,229,198,156,142
"YML008C",447,382,440,888,1324,1964,3120,2785
"YML007C-A",4,2,5,5,2,3,4,2
"YML007W",2312,2124,1473,997,835,802,781,925
"YML006C",261,177,411,481,349,405,428,340
"YML005W",145,134,218,260,191,211,221,150
"YML004C",5231,5226,4119,2292,1343,1079,863,968
"YML003W",143,158,126,62,48,43,53,45
"YML002W",539,438,423,376,266,222,233,247
"YML001W",673,619,632,763,675,696,697,763
"YMR001C",324,238,317,768,834,861,1012,1098
"YMR001C-A",9,5,8,30,34,45,21,31
"YMR002W",1157,1083,874,902,808,821,751,690
"YMR003W",51,70,37,97,112,139,190,192
"YMR004W",746,732,710,634,486,535,542,555
"YMR005W",431,384,500,628,533,646,698,517
"YMR006C",130,101,115,905,952,985,928,1290
"YMR007W",0,2,2,8,4,7,0,3
"YMR008C",2427,2335,4735,3302,1664,1173,959,892
"YMR009W",472,508,1046,1088,741,461,218,99
"YMR010W",184,189,464,637,596,657,583,528
"YMR011W",8566,6941,2528,261,205,658,1850,1844
"YMR012W",2283,2029,1983,2370,2426,3002,3817,3276
"YMR013C",115,93,130,175,197,221,271,255
"snR78",1,0,5,2,0,3,1,1
"snR77",2,3,2,2,0,4,1,5
"snR76",8,3,12,4,5,2,18,5
"snR75",2,2,4,3,1,4,9,7
"snR72",1,2,3,3,3,2,4,6
"YMR014W",28,58,622,1099,844,1085,1198,685
"YMR015C",60,38,119,253,523,770,1104,1432
"YMR016C",250,235,1432,621,336,322,492,376
"YMR017W",23,22,26,6,4,7,6,11
"YMR018W",97,84,62,19,20,20,40,36
"YMR019W",441,398,552,607,578,555,563,512
"YMR020W",702,720,1244,493,262,202,240,221
"YMR021C",312,290,288,235,201,165,195,175
"YMR022W",650,657,417,320,256,250,315,273
"YMR023C",256,232,238,152,134,113,97,118
"YMR024W",452,373,376,347,285,273,310,260
"YMR025W",255,219,147,132,94,97,75,53
"YMR026C",354,327,398,303,254,277,350,270
"YMR027W",1947,1862,1568,1200,887,948,1034,1071
"YMR028W",328,330,411,387,283,214,246,214
"YMR029C",1174,1278,891,631,520,411,573,582
"YMR030W",534,450,405,344,236,159,160,144
"YMR031C",8065,6858,3753,1915,967,765,847,1317
"YMR032W",208,208,113,336,364,513,573,467
"YMR030W-A",3,2,0,8,10,12,17,18
"YMR033W",395,381,555,689,633,689,749,647
"YMR034C",127,103,172,82,42,36,42,41
"YMR035W",149,165,161,142,83,94,76,91
"YMR036C",346,259,240,177,150,191,210,154
"YMR037C",722,689,820,584,475,488,628,734
"YMR038C",509,516,677,874,815,856,886,611
"YMR039C",800,824,1082,1051,815,720,749,609
"YMR040W",114,125,159,67,26,16,18,27
"YMR041C",695,646,488,285,145,114,106,129
"YMR042W",44,42,152,73,65,78,104,75
"YMR043W",359,334,471,288,201,272,351,353
"YMR044W",875,859,798,714,538,491,580,514
"YMR045C",3130,3014,2947,3038,3083,3474,3830,3443
"YMR046W-A",6,8,6,4,2,3,0,3
"tH(GUG)M",0,2,1,6,7,3,3,1
"YMR047C",1359,1163,1332,1286,1002,1055,1288,1316
"YMR048W",125,115,130,172,209,249,257,235
"YMR049C",10,13,448,1252,1291,1836,2399,1065
"YMR050C",2285,2168,2157,2285,2219,2638,2950,2535
"YMR052W",156,160,168,179,125,112,78,85
"YMR052C-A",21,7,15,8,5,3,4,3
"YMR053C",462,361,362,175,76,27,55,87
"YMR054W",1016,886,828,986,720,755,851,1062
"YMR055C",65,53,93,86,59,80,73,59
"YMR056C",439,393,235,84,44,59,43,33
"YMR058W",1039,1123,3513,5042,2290,1666,4209,9216
"YMR059W",53,56,80,59,67,70,84,50
"YMR060C",525,471,358,319,268,231,235,236
"YMR061W",898,965,762,512,494,506,858,800
"YMR062C",263,279,334,540,594,630,1218,1023
"YMR063W",56,60,82,84,54,85,87,56
"YMR064W",649,577,780,512,406,379,435,388
"YMR065W",118,133,150,136,104,117,134,99
"YMR066W",451,415,534,421,277,233,270,273
"YMR067C",384,384,430,366,316,313,296,256
"YMR068W",294,277,185,134,123,78,95,83
"YMR069W",6,3,10,8,12,22,30,19
"YMR070W",338,379,1251,708,631,636,690,580
"YMR071C",764,726,682,576,360,281,261,338
"YMR072W",1809,1893,1712,1301,946,965,1035,1201
"YMR073C",196,242,275,279,251,253,296,204
"YMR074C",357,334,393,399,388,371,496,479
"YMR075W",442,401,510,466,389,421,478,469
"YMR075C-A",3,4,4,9,21,21,31,28
"YMR076C",207,195,176,523,1113,1241,1710,1342
"YMR077C",366,405,273,165,128,119,160,144
"YMR078C",68,66,121,318,503,586,701,576
"YMR079W",343,349,600,995,969,1155,1496,1082
"YMR080C",621,542,818,1136,1018,1198,1455,1123
"YMR081C",5878,4515,312,66,31,33,37,66
"YMR082C",6,4,5,0,2,0,0,1
"YMR083W",1933,1993,3553,3481,3002,3115,3579,2623
"YMR084W",283,250,257,64,27,25,21,24
"YMR085W",587,545,617,168,57,41,54,60
"YMR086W",1777,1600,1320,913,659,567,682,850
"YMR086C-A",17,13,7,8,7,4,6,8
"YMR087W",319,278,212,113,86,74,112,134
"YMR088C",373,362,638,616,450,475,498,547
"YMR089C",2569,2382,2029,1243,992,1020,1171,1111
"YMR090W",1531,1591,1443,1072,606,434,307,164
"YMR091C",588,573,623,865,757,870,1013,790
"YMR092C",1943,1860,1647,1586,1340,1207,1290,1367
"YMR093W",16,14,427,517,484,674,725,416
"YMR094W",47,54,59,68,90,100,132,125
"YMR095C",40,39,78,123,101,104,62,8
"YMR096W",426,412,800,1231,1121,1047,675,197
"YMR097C",723,695,513,350,293,240,268,243
"YMR098C",960,950,676,465,374,326,375,358
"YMR099C",1575,1510,1631,1348,1072,1005,1222,1247
"YMR100W",397,272,327,330,251,306,425,506
"YMR101C",22,17,26,26,17,20,11,15
"YMR102C",370,292,511,364,222,212,390,388
"YMR103C",705,603,298,63,30,20,46,47
"YMR104C",2574,2509,1180,271,137,104,149,172
"YMR105C",9190,8136,4438,975,309,171,156,353
"YMR106C",106,128,170,144,108,122,162,141
"YMR107W",15116,15660,10138,2671,497,143,21,13
"YMR108W",91,91,863,1794,2184,2810,3492,2146
"YMR109W",1199,1125,1195,1224,946,897,993,1121
"YMR110C",6752,6509,4554,1939,846,490,367,571
"YMR111C",263,280,376,336,235,176,157,151
"YMR112C",144,117,140,136,120,116,124,125
"YMR113W",158,149,265,268,222,222,256,243
"YMR114C",1239,1195,990,356,147,109,99,96
"YMR115W",1186,1118,723,373,351,326,341,335
"YMR116C",688,631,928,2155,2839,4187,9560,15599
"snR24",4,2,9,8,8,12,15,22
"YMR117C",63,50,45,96,142,167,161,178
"YMR118C",97,75,36,9,2,2,1,3
"YMR119W",804,683,592,398,352,273,356,467
"YMR119W-A",38,35,23,17,9,14,23,32
"YMR120C",2458,2243,7569,26535,30302,29715,10686,504
"YMR121C",204,228,371,626,660,711,675,542
"YMR122W-A",644,636,1431,3110,2487,2448,2360,1785
"YMR123W",65,57,118,229,227,279,372,352
"YMR124W",933,851,834,1034,686,572,657,566
"YMR125W",946,931,1185,1597,1631,1802,2055,1630
"YMR126C",214,181,206,131,152,152,177,162
"YMR127C",22,36,68,153,152,195,209,197
"YMR128W",26,44,466,1553,1479,2236,2598,1231
"YMR129W",498,482,613,1040,932,1014,1251,1095
"YMR130W",123,145,235,294,318,334,375,368
"YMR131C",21,44,873,1679,1968,2633,3586,1951
"YMR132C",52,40,74,94,97,114,94,81
"YMR133W",25,17,24,6,2,1,4,2
"YMR134W",180,156,142,118,142,123,167,202
"YMR135C",2569,2377,1826,1065,625,411,372,330
"YMR135W-A",8,5,5,2,0,0,0,1
"YMR136W",802,705,1225,1012,425,385,455,432
"YMR137C",397,367,398,294,209,230,255,179
"YMR138W",40,43,58,76,76,102,136,85
"YMR139W",2402,2217,1440,527,227,184,247,306
"YMR140W",1350,1228,695,358,213,173,206,237
"YMR142C",234,238,470,1353,1911,2841,5866,8083
"YMR143W",191,207,329,1190,1587,2427,4795,6385
"YMR144W",51,41,42,196,327,324,356,329
"YMR145C",3546,2889,2111,1395,1242,1440,1948,1974
"YMR146C",706,668,1040,1661,1692,2302,3241,2280
"YMR147W",188,158,102,74,67,110,141,96
"YMR148W",686,636,516,327,197,183,194,158
"YMR149W",410,444,508,619,634,729,949,920
"YMR150C",314,308,282,187,160,127,131,154
"YMR151W",6,5,9,7,2,1,1,2
"YMR152W",1020,875,735,593,402,402,427,415
"YMR153W",239,250,406,525,474,483,583,387
"YMR153C-A",36,30,39,26,13,23,16,16
"YMR154C",329,309,248,151,125,122,127,109
"YMR155W",542,514,383,232,168,172,176,217
"YMR156C",251,243,218,143,68,54,38,44
"YMR157C",460,384,204,180,151,111,130,141
"YMR158W",258,286,156,171,146,133,137,152
"YMR158C-A",46,53,36,26,14,11,16,14
"YMR159C",124,111,111,65,43,29,28,29
"YMR160W",1061,895,666,338,255,202,229,293
"YMR161W",202,189,309,295,266,257,267,265
"YMR162C",827,765,611,691,625,637,739,696
"YMR163C",127,110,92,158,170,222,257,272
"YMR164C",500,488,518,349,199,228,240,175
"YMR165C",1761,1694,1158,510,336,347,437,324
"YMR166C",312,249,210,182,152,140,145,123
"YMR167W",423,380,439,300,255,241,267,216
"YMR168C",343,326,297,230,178,179,183,157
"YMR169C",1612,1595,1185,630,332,217,104,88
"YMR170C",948,957,835,508,296,225,176,150
"YMR171C",724,652,638,433,345,351,459,525
"YMR172W",364,356,413,384,318,367,368,290
"YMR173W",547,527,555,977,765,582,517,321
"YMR173W-A",127,119,145,237,183,154,153,107
"YMR174C",1094,1036,924,659,348,198,78,38
"YMR175W",340,340,228,117,60,26,10,4
"YMR175W-A",55,65,61,20,10,5,0,5
"YMR176W",582,564,541,614,479,474,634,586
"YMR177W",43,25,127,202,258,292,330,206
"YMR178W",657,700,686,654,526,503,542,452
"YMR179W",112,113,206,365,433,470,542,459
"YMR180C",370,377,417,329,206,149,174,166
"YMR181C",1223,1189,815,326,167,122,118,101
"YMR182C",33,32,99,32,30,50,46,37
"YMR182W-A",160,125,98,18,17,16,15,18
"snR83",83,69,63,18,14,17,28,27
"YMR183C",651,603,630,667,663,720,740,829
"YMR184W",86,61,89,267,243,174,158,147
"YMR185W",50,64,230,490,574,700,732,393
"YMR186W",5044,4974,4262,3807,5046,7709,13873,18129
"YMR187C",87,102,138,193,174,190,136,103
"YMR188C",893,779,530,648,488,309,305,288
"YMR189W",5153,4973,7725,20799,19364,15326,3758,305
"YMR190C",508,421,317,381,411,481,545,560
"YMR191W",2530,2620,1791,607,272,296,320,333
"YMR192W",204,200,294,413,407,395,379,294
"YMR193W",980,964,477,340,292,250,265,225
"YMR194W",74,87,275,760,1056,1561,2548,2526
"snR11",39,47,35,19,7,11,7,9
"YMR194C-B",424,435,318,131,37,28,23,15
"YMR194C-A",18,15,16,19,8,4,5,5
"YMR195W",931,1137,1433,401,189,155,202,240
"YMR196W",6468,6061,4536,2042,1010,571,266,268
"YMR197C",891,939,765,612,409,315,278,256
"YMR198W",183,191,159,338,348,357,359,447
"YMR199W",103,54,645,1162,763,870,1099,1133
"YMR200W",781,831,902,1088,813,679,705,607
"YMR201C",468,398,388,220,133,177,163,144
"RNA170",6,6,3,2,1,2,4,3
"YMR202W",136,123,183,338,430,599,997,1181
"YMR203W",1209,1117,879,806,680,705,904,828
"YMR204C",176,121,201,152,129,116,112,156
"YMR205C",1735,1529,2167,3960,5416,6431,5977,4511
"YMR206W",1755,925,73,10,12,8,8,10
"YMR207C",261,258,317,868,770,670,673,616
"YMR208W",294,323,370,443,429,528,589,518
"YMR209C",338,337,310,302,207,255,357,306
"YMR210W",992,861,568,313,143,145,149,184
"YMR211W",151,158,215,393,353,382,372,221
"YMR212C",373,311,504,768,802,860,1051,785
"YMR213W",449,417,330,288,225,174,207,183
"YMR214W",82,88,158,261,288,428,522,391
"YMR215W",72,76,75,230,412,828,1553,1872
"YMR216C",791,644,962,685,731,779,757,666
"YMR217W",75,114,1092,3140,4115,6123,8309,4873
"YMR218C",531,516,493,608,469,457,514,483
"YMR219W",2825,2707,2105,1577,1098,1006,1124,1085
"YMR220W",554,587,651,637,506,586,772,691
"YMR221C",266,273,387,447,441,516,702,608
"YMR222C",186,206,165,158,117,112,94,100
"YMR223W",198,168,252,299,255,254,304,260
"YMR224C",259,231,239,240,168,201,233,192
"YMR225C",229,216,189,207,144,154,122,124
"YMR226C",1528,1523,1578,1561,1378,1479,1599,1337
"YMR227C",308,278,524,609,482,497,536,403
"YMR228W",202,180,191,191,185,173,153,132
"YMR229C",35,36,745,2742,2515,3639,4574,2388
"YMR230W",163,169,367,939,1358,2054,3968,4816
"YMR230W-A",0,0,1,3,8,2,22,20
"YMR231W",322,323,441,659,582,584,631,530
"YMR232W",27,36,29,33,53,56,97,92
"YMR233W",171,154,132,151,131,150,158,166
"YMR234W",230,224,313,303,200,225,293,251
"YMR235C",499,500,794,1221,1304,1529,2075,1820
"YMR236W",258,298,275,302,244,280,327,308
"YMR237W",1369,1265,1303,994,836,897,1082,909
"YMR238W",373,314,681,1023,984,1059,992,799
"YMR239C",20,17,178,425,464,598,703,329
"YMR240C",229,193,542,342,234,247,287,225
"YMR241W",267,269,1194,1520,1269,1253,1639,1761
"YMR242C",134,122,459,1457,2078,3142,6062,7568
"YMR243C",1026,966,1467,1835,1491,1590,1806,1806
"YMR244W",2,1,4,2,1,4,3,2
"YMR244C-A",288,295,271,230,210,152,136,146
"YMR245W",0,1,2,4,5,2,0,0
"YMR246W",639,587,724,3307,2734,2282,2447,2683
"snR86",701,670,602,340,249,212,211,245
"YMR247C",373,359,404,705,610,759,868,727
"YMR250W",8089,7651,6250,2778,1117,641,229,350
"YMR251W",206,205,152,32,4,7,22,56
"YMR251W-A",14614,14566,13962,9164,4476,2447,1146,1825
"YMR252C",226,232,214,154,86,77,95,141
"YMR253C",296,318,311,201,105,99,117,172
"YMR255W",930,935,915,670,452,392,424,359
"YMR256C",997,1030,848,641,265,236,203,264
"YMR257C",467,259,390,312,235,216,222,207
"YMR258C",828,661,576,556,345,255,266,379
"YMR259C",115,111,351,759,624,965,1320,731
"YMR260C",266,310,521,1077,1278,1744,2972,3271
"YMR261C",1871,1735,1475,794,584,528,691,860
"YMR262W",770,668,374,168,110,83,109,162
"YMR263W",161,160,173,246,199,210,202,212
"YMR264W",488,425,448,411,351,364,445,401
"YMR265C",358,304,405,274,182,174,195,130
"YMR266W",873,741,1978,1933,1438,2035,2240,1327
"YMR267W",841,851,488,298,267,281,248,241
"YMR268C",76,75,201,132,106,129,157,124
"YMR269W",20,32,201,330,322,381,417,207
"YMR270C",274,262,333,359,315,389,450,456
"YMR271C",860,936,835,525,317,198,111,77
"YMR272C",666,677,807,482,333,394,503,676
"YMR273C",401,424,449,433,385,369,440,486
"YMR274C",66,54,54,67,76,87,99,93
"YMR275C",640,571,675,685,571,570,565,506
"YMR276W",1312,1299,1194,898,762,841,927,769
"YMR277W",329,295,424,571,560,727,960,843
"YMR278W",652,717,755,549,403,422,375,328
"YMR279C",2,2,3,0,4,2,15,9
"YMR280C",3837,3120,1132,58,18,12,13,27
"YMR281W",281,244,169,135,124,131,141,143
"YMR282C",320,268,300,331,290,233,322,338
"YMR283C",232,196,262,295,240,230,242,199
"YMR284W",598,562,636,445,301,205,166,220
"YMR285C",175,174,268,362,283,321,366,300
"YMR286W",293,320,201,185,132,124,158,141
"YMR287C",355,281,311,287,242,241,268,245
"YMR288W",251,247,297,357,351,381,464,292
"YMR289W",355,332,424,458,399,340,335,328
"YMR290C",22,8,318,910,1052,1755,2499,1194
"YMR291W",1799,1100,260,205,248,194,135,152
"YMR292W",114,89,142,177,246,336,448,476
"YMR293C",262,249,262,184,191,129,151,126
"YMR294W",272,261,339,294,218,209,195,172
"YMR294W-A",1,2,5,2,2,3,2,1
"YMR295C",725,696,870,939,904,1118,1217,1178
"YMR296C",337,334,762,991,777,824,1008,798
"YMR297W",13283,12488,11240,7449,4557,4055,3432,2861
"YMR298W",358,392,396,415,386,378,460,475
"YMR299C",250,293,283,244,215,221,233,232
"YMR300C",428,465,2928,8216,8394,7217,1663,565
"YMR301C",63,65,207,529,792,643,563,401
"YMR302C",2396,2038,1335,895,637,579,577,705
"YMR303C",4123,3689,2837,1708,1568,1822,2487,2455
"YMR304W",2428,2317,1764,969,616,454,376,492
"YMR304C-A",3,6,25,113,142,205,252,237
"YMR305C",36,34,217,1080,1260,1728,2447,2116
"YMR306W",51,43,50,103,90,63,82,66
"YMR306C-A",3,2,2,6,4,4,2,2
"YMR307W",396,366,1947,5520,6714,8929,12090,12115
"YMR307C-A",2,0,5,6,1,7,4,8
"YMR308C",439,407,1109,1947,1804,2252,2971,2146
"YMR309C",238,195,1324,2380,1925,2528,2744,2015
"YMR310C",25,17,143,213,218,325,324,169
"YMR311C",4172,4106,2285,1078,715,629,620,672
"YMR312W",78,76,107,190,244,288,473,318
"YMR313C",548,483,577,372,277,310,300,380
"YMR314W",1485,1498,1316,1052,894,899,884,865
"YMR315W",1684,1751,2120,1543,1198,1031,836,764
"YMR315W-A",2,2,2,3,1,2,1,0
"YMR316W",82,235,1124,179,77,72,60,73
"YMR316C-A",3,5,4,1,0,0,4,8
"YMR316C-B",102,98,70,30,17,32,21,23
"YMR317W",29,31,26,21,15,10,18,19
"YMR318C",891,855,1500,1733,1599,1683,1827,1357
"YMR319C",175,201,1028,1264,410,376,749,1106
"YMR320W",100,78,72,18,16,14,31,22
"YMR321C",14,8,14,20,34,74,135,155
"YMR322C",10,7,7,6,2,2,0,2
"YMR323W",21,22,9,6,5,5,2,1
"YBL113C",326,282,241,271,302,317,357,349
"YBL112C",33,23,21,18,28,32,36,43
"YBL111C",117,103,83,125,158,152,172,153
"YBL109W",3,0,1,0,0,1,4,5
"YBL108C-A",1,4,2,4,1,2,3,2
"YBL107W-A",3,1,3,1,2,2,3,1
"YBL107C",171,201,195,248,222,240,250,207
"YBL106C",206,186,140,273,368,479,628,486
"YBL105C",1919,1729,1599,1130,838,842,951,900
"YBL104C",288,246,395,472,412,419,459,389
"YBL103C",324,299,428,448,324,287,333,311
"YBL102W",588,607,506,329,287,285,300,300
"YBL101C",1310,1120,1541,1860,1041,669,328,348
"YBL100W-C",7,5,2,2,5,0,1,0
"YBL100W-B",882,955,1013,1051,1111,1216,1195,1054
"YBL099W",9060,8900,8154,5492,3093,2556,2308,3392
"YBL098W",174,154,176,247,305,309,320,273
"YBL097W",82,73,128,150,247,246,343,311
"YBL095W",183,148,215,149,132,117,141,164
"YBL094C",4,3,6,4,8,3,5,5
"YBL093C",350,406,609,497,465,447,469,343
"YBL092W",229,285,622,2130,3027,4608,8945,12426
"YBL091C-A",163,179,195,96,79,79,55,78
"YBL091C",1099,1007,1299,1078,880,1008,1357,1220
"YBL090W",548,552,312,241,176,214,198,198
"YBL089W",241,234,206,192,125,134,140,164
"YBL088C",810,759,510,594,472,454,483,448
"YBL087C",78,93,266,713,994,1524,2981,3817
"YBL086C",1508,1516,956,270,173,174,253,257
"YBL085W",967,984,1102,530,497,589,845,1096
"YBL084C",963,681,532,359,289,250,258,285
"YBL082C",27,22,35,46,73,104,144,127
"YBL081W",5,6,193,218,205,297,324,196
"YBL080C",522,402,255,135,131,105,125,133
"YBL079W",893,767,885,1519,1311,1588,1748,1463
"YBL078C",1297,1462,1205,588,204,95,53,66
"YBL076C",448,378,1312,3314,4009,5510,9017,8130
"YBL075C",567,482,541,473,317,297,314,315
"YBL074C",120,105,156,154,101,97,101,101
"snR56",4,3,0,2,2,0,2,1
"YBL072C",311,310,688,1943,2821,4355,8449,11443
"YBL071W-A",19,20,83,110,119,135,157,83
"YBL069W",56,39,145,221,191,252,257,252
"YBL068W",82,80,213,375,359,516,762,387
"YBL067C",1077,816,795,621,547,573,623,480
"YBL066C",795,596,544,411,236,225,276,278
"YBL065W",6,5,5,0,1,1,0,0
"YBL064C",4476,4298,3627,2220,1243,785,328,290
"YBL063W",268,208,160,230,305,426,567,576
"YBL062W",1,0,1,4,5,3,9,12
"YBL061C",417,396,890,1281,1000,1089,1123,641
"YBL060W",288,259,391,371,308,320,313,230
"YBL059C-A",511,519,359,257,214,182,159,119
"YBL059W",114,109,84,76,72,81,59,74
"YBL058W",2004,1806,1578,1246,1035,1011,1077,998
"YBL057C",150,135,208,279,285,316,406,289
"YBL056W",2386,2198,1997,1466,1280,1270,1404,1501
"YBL055C",139,142,330,473,344,362,353,208
"YBL054W",18,25,203,380,387,691,661,159
"YBL053W",8,5,9,9,16,14,12,16
"YBL052C",338,279,433,633,661,779,887,975
"YBL051C",1155,1008,924,809,824,854,1159,1079
"YBL050W",1544,1611,1108,762,633,522,493,492
"YBL049W",421,467,371,159,64,45,38,21
"YBL048W",216,233,187,77,32,23,17,13
"YBL047C",5120,4691,3463,2248,1615,1445,1561,1831
"YBL046W",300,229,226,239,232,282,352,282
"YBL045C",5864,5990,5317,3344,1556,1017,802,1463
"YBL044W",3,5,1,2,0,0,0,0
"YBL043W",72,47,22,8,5,7,5,9
"YBL042C",73,93,358,315,245,401,712,423
"YBL041W",1359,1305,1261,884,727,634,685,795
"YBL040C",456,406,446,454,404,371,450,503
"YBL039W-B",197,188,208,131,53,31,25,35
"YBL039C",8,3,465,1269,1672,2436,3449,1556
"YBL038W",757,680,438,420,348,309,247,232
"YBL037W",709,560,450,359,333,395,417,389
"YBL036C",316,347,562,711,786,821,1032,800
"YBL035C",44,65,81,375,502,560,561,411
"YBL034C",286,219,224,469,514,555,596,567
"YBL033C",681,608,372,170,166,150,161,220
"YBL032W",391,323,296,294,384,617,933,1138
"YBL031W",22,24,73,98,128,178,228,213
"YBL030C",6543,5949,5015,3321,2116,1770,1727,2225
"YBL029C-A",453,468,281,147,80,70,48,79
"YBL029W",41,49,57,57,57,61,58,67
"YBL028C",2,15,142,354,407,593,625,388
"YBL027W",262,253,621,2035,2825,4289,8427,11141
"YBL026W",336,362,402,455,388,452,538,460
"YBL025W",88,85,85,79,66,67,86,83
"YBL024W",102,96,581,1106,1050,1368,1658,1082
"YBL023C",196,154,266,652,589,576,556,404
"YBL022C",2900,2646,2013,1618,1379,1330,1136,1201
"YBL021C",80,48,57,67,54,58,71,67
"YBL020W",224,229,301,398,337,358,551,396
"YBL019W",324,318,373,244,168,158,144,127
"YBL018C",25,25,77,150,165,196,266,195
"YBL017C",2320,2029,2143,2026,1437,1395,1554,1775
"YBL016W",167,134,284,466,434,433,349,261
"YBL015W",3428,3409,1947,440,196,129,150,312
"YBL014C",238,191,367,430,384,480,476,352
"YBL013W",64,45,43,26,13,19,31,28
"YBL011W",1135,945,923,696,537,558,590,680
"YBL010C",90,76,147,153,151,144,201,155
"YBL009W",36,55,85,265,390,554,650,586
"YBL008W",166,157,242,349,341,357,437,266
"YBL007C",2724,2520,2324,1874,1515,1633,1777,1892
"YBL006C",194,220,196,214,160,183,203,195
"YBL005W",269,304,445,320,233,240,244,232
"YBL005W-B",3449,3321,3120,3240,3267,3717,4255,3734
"YBL004W",81,73,166,1465,1288,1939,2571,1367
"YBL003C",716,856,1210,797,514,544,1442,3238
"YBL002W",1016,1226,1602,698,521,757,2262,4225
"YBL001C",1235,1168,1158,1128,806,708,708,627
"YBR001C",3150,2489,1320,554,488,486,649,481
"YBR002C",91,116,197,242,210,234,286,186
"YBR003W",1100,916,571,324,253,193,229,323
"YBR004C",99,128,566,269,260,227,242,182
"YBR005W",180,186,406,266,140,102,69,70
"YBR006W",808,742,870,721,453,304,156,161
"YBR007C",93,103,231,408,442,472,571,471
"YBR008C",297,258,249,250,216,200,178,208
"YBR009C",1972,2127,2844,1691,788,626,2789,5490
"YBR010W",2187,2321,2795,1409,736,779,2601,3930
"YBR011C",2464,2395,2870,3850,3587,3842,4708,4549
"YBR012C",22,29,33,127,161,201,185,96
"YBR012W-B",1961,1917,2000,2102,2105,2636,2936,2434
"YBR013C",258,277,317,259,159,133,112,90
"YBR014C",500,464,404,334,283,241,255,305
"YBR015C",618,580,598,768,734,1019,1324,1046
"YBR016W",441,460,345,185,113,122,128,127
"YBR017C",618,603,863,1371,1288,1571,1899,1349
