"","wt00","wt02","wt05","wt10","wt15","wt20","wt30","wt45"
"YGR173W",39,32,265,565,529,657,843,535
"YGR174C",1219,1013,380,85,54,53,60,62
"YGR174W-A",215,230,181,59,11,8,6,2
"YGR175C",370,390,889,1885,2543,3504,4611,3217
"YGR177C",5,10,34,61,83,101,205,198
"YGR178C",2467,2283,2205,1792,1406,1487,1939,1750
"YGR179C",214,207,217,201,180,199,236,250
"YGR180C",3268,3272,3039,2556,2286,2594,3833,4550
"YGR181W",303,282,312,234,167,205,236,220
"YGR182C",1638,1784,1376,670,296,140,149,260
"YGR183C",1261,1338,991,667,255,136,107,196
"YGR184C",1639,1489,1331,1375,1178,1162,1169,1017
"YGR185C",426,404,839,1396,1554,2065,3071,2678
"YGR186W",2943,2754,2471,1293,1101,1109,1457,1293
"YGR187C",28,52,339,725,734,863,1118,618
"YGR188C",40,42,93,130,173,248,339,278
"YGR189C",474,429,1028,3947,3401,3405,3241,2137
"YGR191W",336,273,1083,1670,1464,1383,924,683
"YGR192C",43976,41904,38433,34123,36812,46521,68939,84722
"YGR193C",1457,1364,1255,984,761,730,790,708
"YGR194C",2446,2226,1051,247,130,137,142,322
"YGR195W",181,148,344,364,338,359,414,306
"YGR196C",628,575,587,758,616,478,486,505
"YGR197C",377,307,319,165,104,112,145,167
"YGR198W",614,561,847,818,688,622,720,686
"YGR199W",567,528,491,595,636,533,643,614
"YGR200C",59,62,512,1172,1279,1693,2169,1166
"YGR201C",756,806,651,480,253,209,148,64
"YGR202C",394,430,580,483,380,359,373,305
"YGR203W",65,77,72,64,49,43,47,47
"YGR204W",1809,1709,4485,10210,10087,8334,4193,1618
"YGR205W",1491,1114,197,46,37,29,66,175
"YGR206W",166,173,167,133,93,84,83,81
"YGR207C",1120,1076,1244,1535,1264,1057,731,530
"YGR208W",68,85,728,1804,1889,1696,788,446
"YGR209C",3221,3374,2878,2137,1370,1061,878,885
"YGR210C",122,145,294,448,462,580,835,690
"YGR211W",59,57,364,607,698,1033,1383,681
"YGR212W",200,211,230,182,104,97,90,93
"YGR213C",20,16,40,48,15,16,9,6
"YGR214W",120,121,303,1295,1937,3052,6365,9286
"YGR215W",337,318,362,337,231,243,197,188
"YGR216C",228,197,270,395,321,324,456,333
"YGR217W",74,69,170,701,724,739,822,618
"YGR218W",2448,2260,2245,2273,2041,2175,2507,2192
"YGR220C",754,668,417,406,314,307,342,295
"YGR221C",36,38,34,126,161,196,287,250
"YGR222W",434,369,323,429,303,255,291,287
"YGR223C",1033,857,585,347,228,177,215,256
"YGR224W",2,0,1,3,1,1,3,0
"YGR225W",78,61,37,28,14,16,32,32
"YGR227W",227,223,299,388,305,331,331,272
"YGR228W",5,4,8,9,16,11,15,12
"YGR229C",759,700,1385,1631,1874,2138,2093,1845
"YGR230W",278,294,169,100,42,45,84,86
"YGR231C",2193,1966,1584,957,643,654,640,607
"YGR232W",639,601,543,426,299,238,248,223
"YGR233C",873,802,1158,2244,2150,2274,2300,1479
"YGR234W",135,137,198,475,487,799,3240,4998
"YGR235C",947,1032,767,656,502,455,399,342
"YGR236C",4114,3134,355,7,6,3,6,1
"YGR237C",1327,1276,1005,540,327,280,332,427
"YGR238C",565,449,319,472,469,479,569,562
"YGR239C",73,71,173,161,141,157,166,73
"YGR240C",2197,2035,3121,4839,6281,7952,9131,7176
"YGR240C-A",12,10,6,4,3,5,5,9
"YGR241C",878,822,501,370,305,320,368,329
"YGR243W",4239,2726,253,26,7,13,7,11
"YGR244C",6732,5934,5246,3463,2301,1979,1557,1149
"YGR245C",44,44,400,1030,1339,2292,3208,1578
"YGR246C",504,498,470,521,456,527,583,467
"YGR247W",438,392,279,128,87,79,104,124
"YGR248W",3163,3010,1703,547,169,53,24,64
"YGR249W",115,98,102,58,35,27,36,19
"YGR250C",2252,2107,2029,962,574,484,455,529
"YGR251W",14,26,107,152,137,156,198,134
"YGR252W",509,532,460,329,285,365,439,446
"YGR253C",1966,1986,1594,1342,1046,989,1061,888
"YGR254W",15538,14151,12169,8185,7890,8012,7656,6927
"YGR255C",641,598,712,549,410,371,374,468
"YGR256W",547,532,437,287,124,120,45,24
"YGR257C",575,475,403,333,254,220,316,342
"YGR258C",1037,945,1244,827,448,385,321,331
"YGR259C",11,2,3,1,2,1,0,2
"YGR260W",998,848,902,815,543,604,971,1247
"YGR261C",778,708,869,927,928,995,1341,1120
"YGR262C",163,156,209,273,246,241,305,247
"YGR263C",211,218,264,236,176,181,221,182
"YGR264C",255,225,1015,1851,2184,3099,4620,3638
"YGR266W",1947,1826,1634,960,628,545,486,408
"YGR267C",848,777,895,927,757,814,1061,991
"YGR268C",357,386,335,153,75,65,71,63
"YGR269W",8,7,5,6,6,1,11,4
"YGR270W",2444,2263,1916,1332,996,1110,1330,1462
"YGR271W",862,754,596,873,746,672,759,737
"YGR271C-A",8,31,231,443,444,630,640,302
"YGR274C",541,497,695,799,670,674,798,649
"YGR275W",162,191,264,304,301,324,396,329
"YGR276C",476,474,568,607,574,570,698,512
"YGR277C",120,107,189,291,330,305,332,251
"YGR278W",256,240,375,420,308,258,267,219
"YGR279C",1107,1003,1055,1218,1206,1574,2687,3576
"YGR280C",110,142,348,492,487,857,1060,542
"YGR281W",1489,1287,779,816,513,511,653,706
"YGR282C",3554,3342,3624,4026,3648,3865,4932,5127
"YGR283C",14,21,86,211,237,301,352,196
"YGR284C",555,563,609,679,601,622,680,789
"YGR285C",361,388,784,1273,1435,2004,3792,4403
"YGR286C",95,80,153,214,183,209,184,166
"YGR287C",92,82,40,19,36,28,46,49
"YGR288W",287,230,173,85,65,64,83,74
"YGR289C",1134,943,245,29,36,31,60,80
"YGR292W",192,155,84,25,12,17,5,11
"YGR294W",1,3,2,4,2,6,7,5
"YGR295C",1215,1243,1096,702,517,461,614,880
"YGR296W",554,501,355,527,630,703,724,631
"YLL067C",492,464,325,410,515,502,501,500
"YLL066C",527,434,342,446,452,583,549,503
"YLL064C",3,6,13,16,8,11,21,19
"YLL063C",56,57,108,100,52,68,88,73
"YLL062C",243,208,432,1687,1038,420,50,29
"YLL061W",666,591,945,3903,2191,630,49,23
"YLL060C",203,183,173,121,69,53,40,37
"YLL059C",14,15,11,15,10,10,9,14
"YLL058W",124,104,246,357,308,241,225,153
"YLL057C",57,45,35,19,9,9,10,9
"YLL056C",122,104,100,80,48,33,37,34
"YLL055W",422,437,843,981,320,78,58,83
"YLL054C",315,276,322,278,222,178,251,192
"YLL053C",29,15,93,202,80,71,97,74
"YLL052C",15,19,89,165,65,49,80,54
"YLL051C",435,409,777,1051,699,466,611,660
"YLL050C",2208,2301,2265,2148,1678,1676,2098,2450
"YLL049W",221,203,205,210,167,176,162,174
"YLL048C",1784,1538,1597,2093,1736,1857,2394,2182
"YLL046C",2,4,8,10,7,0,3,4
"YLL045C",175,205,658,1811,2489,4175,8932,12508
"YLL044W",0,0,1,0,1,4,4,3
"YLL043W",698,729,743,586,597,665,859,755
"YLL042C",10,15,12,17,9,6,13,18
"YLL041C",3237,2928,1783,699,263,181,146,318
"YLL040C",3676,3513,2455,1550,1015,936,731,992
"YLL039C",8496,8291,6837,3570,1827,1123,769,1219
"YLL038C",173,157,177,127,116,97,119,118
"YLL037W",0,2,5,3,0,0,2,0
"YLL036C",283,250,349,385,319,360,432,348
"YLL035W",29,34,164,291,307,398,419,259
"YLL034C",10,10,262,805,902,1380,1594,746
"YLL033W",28,18,42,61,69,66,85,48
"YLL032C",356,329,393,337,279,371,369,385
"YLL031C",445,448,423,575,604,832,1089,1239
"YLL029W",4196,3985,2497,1465,919,807,1071,1345
"YLL028W",99,91,569,533,270,302,307,335
"YLL027W",760,665,676,805,693,540,352,221
"YLL026W",15714,14061,11008,4942,2241,1312,1165,2776
"YLL025W",34,34,30,11,9,9,11,10
"YLL024C",6018,5290,3637,1729,2506,4369,8699,12279
"YLL023C",1636,1511,1058,466,265,196,156,246
"YLL022C",78,103,89,200,277,366,457,264
"YLL021W",357,313,509,1192,1516,1889,2387,1910
"YLL020C",208,166,142,60,42,27,31,40
"YLL019C",2063,1686,1601,708,307,233,288,370
"YLL018C-A",247,258,239,90,35,56,44,58
"YLL018C",1627,1577,1594,1659,1553,1838,2780,2873
"YLL017W",35,30,32,8,2,2,3,2
"YLL016W",636,598,457,197,115,117,153,138
"YLL015W",2033,1962,1410,1167,900,712,855,917
"YLL014W",126,165,173,245,239,310,314,302
"YLL013C",933,819,511,278,273,229,254,277
"YLL012W",24,24,78,364,596,588,567,354
"YLL011W",15,17,425,645,672,747,752,430
"YLL010C",558,556,522,334,244,289,322,340
"YLL009C",859,842,419,240,207,140,97,125
"YLL008W",17,22,563,1392,1380,2066,2567,1124
"YLL007C",339,329,234,200,177,168,162,186
"YLL006W",523,569,510,309,260,246,200,190
"YLL005C",3,6,3,5,3,0,2,2
"YLL004W",99,99,251,252,253,285,271,291
"YLL003W",566,550,647,561,460,454,530,460
"YLL002W",138,130,88,105,108,110,173,202
"YLL001W",2028,1799,1342,1175,765,651,500,611
"YLR001C",1395,1215,946,753,491,390,413,447
"YLR002C",17,22,304,728,758,1011,1138,676
"YLR003C",38,42,225,460,435,548,693,390
"YLR004C",19,18,20,18,13,11,14,28
"YLR005W",582,533,505,372,293,318,421,373
"YLR006C",331,283,488,423,262,186,267,325
"YLR007W",149,176,211,218,250,253,256,224
"YLR008C",205,185,314,429,347,347,406,322
"YLR009W",13,45,556,1136,1085,1446,1644,793
"YLR010C",78,96,91,85,58,52,41,43
"YLR011W",137,156,104,113,78,92,80,76
"YLR012C",12,18,12,4,1,0,1,1
"YLR014C",33,27,212,305,272,375,350,231
"YLR015W",168,194,268,342,286,367,442,258
"YLR016C",173,198,190,184,149,109,116,100
"YLR017W",95,95,287,511,565,798,1064,611
"YLR018C",217,192,329,369,357,407,426,363
"YLR019W",337,303,505,577,475,429,502,500
"YLR020C",175,166,376,541,573,610,697,579
"YLR021W",164,164,187,206,171,160,193,185
"YLR022C",155,195,292,332,328,371,410,274
"YLR023C",565,551,960,349,298,307,309,350
"YLR024C",546,517,341,368,300,262,231,198
"YLR025W",1567,1603,1427,989,681,665,639,587
"YLR026C",320,344,412,454,383,385,422,371
"YLR027C",1131,1073,1134,1351,1528,1777,2436,1914
"snR30",36,36,27,26,10,11,13,24
"YLR028C",2945,2918,2923,2399,1818,1865,2098,2186
"YLR029C",730,702,1412,3624,4979,7795,15034,18748
"YLR030W",63,58,54,26,14,14,17,20
"YLR031W",58,60,44,22,15,13,11,22
"YLR032W",240,213,259,637,586,588,666,452
"YLR033W",530,507,721,687,575,574,708,619
"YLR034C",774,642,770,661,444,475,724,1210
"YLR035C",344,353,312,187,164,151,178,166
"YLR035C-A",1952,1884,1932,2179,2113,2599,2818,2404
"YLR036C",166,164,162,110,118,103,139,126
"YLR037C",109,81,70,38,18,12,21,16
"YLR038C",955,981,785,565,347,263,255,263
"YLR039C",343,360,559,580,458,390,442,516
"YLR040C",36,52,56,45,30,34,46,23
"YLR041W",23,23,18,10,9,8,8,15
"YLR042C",5,0,4,7,19,13,18,21
"YLR043C",858,883,821,872,712,687,884,1009
"YLR044C",9896,9344,9314,16002,23769,35379,58568,74368
"YLR045C",464,442,344,605,720,863,986,906
"YLR046C",147,142,132,182,112,106,118,165
"YLR047C",306,304,307,308,212,195,214,234
"YLR048W",88,85,468,1936,2684,4501,8606,9378
"YLR049C",322,259,159,198,294,402,590,438
"YLR050C",85,85,74,98,121,162,197,157
"YLR051C",33,56,322,418,408,472,505,299
"YLR052W",355,288,361,362,274,264,289,284
"YLR053C",30,48,224,107,30,7,0,3
"YLR054C",19,31,40,30,26,14,11,12
"YLR055C",234,182,309,419,301,388,453,309
"YLR056W",50,66,94,321,996,1886,3324,3638
"YLR057W",159,135,183,299,323,550,730,533
"YLR058C",3983,4058,16576,43815,43146,37083,10455,795
"YLR059C",209,177,264,174,170,214,282,283
"YLR060W",471,480,1338,2383,2386,3076,4168,3154
"YLR061W",61,65,380,1050,1470,2318,4521,5782
"YLR062C",0,0,0,0,2,3,2,6
"YLR063W",2,4,47,132,156,255,211,104
"YLR064W",560,566,614,581,379,392,446,369
"YLR065C",170,172,259,410,389,407,492,523
"YLR066W",441,494,540,517,477,425,467,479
"YLR067C",281,215,278,332,270,281,305,251
"YLR068W",21,16,143,308,315,444,437,229
"YLR069C",1226,998,777,593,499,466,472,405
"YLR070C",249,211,90,42,20,10,11,16
"YLR071C",711,669,782,870,754,820,924,819
"YLR072W",754,658,591,388,290,275,285,298
"YLR073C",26,26,90,106,175,251,253,136
"YLR074C",101,156,398,491,428,594,575,222
"YLR075W",661,699,1649,4055,5445,8077,15565,19599
"YLR076C",1,0,0,1,4,1,4,6
"YLR077W",670,664,514,483,427,408,433,434
"YLR078C",416,438,384,452,385,428,483,417
"YLR079W",1193,1122,504,422,358,433,530,514
"YLR080W",1175,1175,834,329,133,66,60,91
"YLR081W",16,24,5,7,2,1,4,6
"YLR082C",337,333,288,246,189,192,216,209
"YLR083C",133,94,448,849,928,1377,1964,1833
"YLR084C",187,108,295,865,711,707,752,646
"YLR085C",396,374,341,272,229,251,205,222
"YLR086W",400,359,434,889,843,881,958,898
"YLR087C",467,436,245,352,355,421,593,464
"YLR088W",338,308,432,404,349,514,707,655
"YLR089C",3886,3739,4946,4674,2716,1802,1098,626
"YLR090W",1677,1486,868,452,328,282,227,169
"YLR091W",73,57,55,39,20,23,40,51
"YLR092W",69,52,295,3427,2985,327,52,54
"YLR093C",1747,1795,1346,845,513,391,418,418
"YLR094C",324,324,575,162,169,196,294,246
"YLR095C",482,458,581,538,471,474,583,557
"YLR096W",606,482,818,957,639,742,870,699
"YLR097C",797,779,730,514,339,240,230,226
"YLR098C",392,368,333,269,218,208,255,271
"YLR099C",63,60,143,122,86,98,132,116
"YLR099W-A",34,53,54,53,70,65,88,81
"YLR100W",453,457,528,559,569,566,920,1041
"YLR101C",23,19,17,12,7,7,8,6
"YLR102C",535,492,273,151,116,115,103,109
"YLR103C",40,38,50,250,434,461,568,390
"YLR104W",90,95,107,212,200,200,192,167
"YLR105C",213,173,212,221,204,239,262,240
"snR79",4,3,5,2,0,1,1,1
"YLR106C",217,208,292,1221,1689,2509,4502,3438
"YLR107W",195,213,402,369,308,294,275,268
"snR6",9,3,6,3,1,0,0,0
"YLR108C",159,103,117,57,40,20,50,63
"YLR109W",5328,5324,4669,3200,1975,1650,1423,3092
"YLR110C",8348,8374,8760,8754,7593,9215,13309,15770
"YLR111W",7,3,3,3,1,0,1,0
"YLR112W",24,19,28,29,28,45,41,39
"YLR113W",1066,901,1092,1161,911,885,1338,1549
"YLR114C",489,484,678,1043,982,1165,1202,1032
"YLR115W",657,611,523,448,351,404,428,379
"YLR116W",409,337,348,266,196,222,210,219
"YLR117C",681,692,652,474,378,416,466,398
"YLR118C",348,332,367,330,252,263,334,266
"YLR119W",174,222,241,136,107,111,111,88
"YLR120C",1071,719,1541,842,336,302,347,389
"YLR120W-A",1,2,5,2,2,1,4,5
"YLR121C",20,24,132,158,103,99,132,114
"YLR122C",11,7,3,1,3,5,1,2
"YLR123C",10,16,13,5,7,1,0,1
"YLR124W",3,3,6,1,0,0,1,0
"YLR125W",152,164,91,37,32,34,16,28
"YLR126C",128,108,170,226,214,226,290,354
"YLR127C",401,418,473,307,223,239,280,208
"YLR128W",145,140,159,150,94,84,79,56
"YLR129W",22,28,534,1521,1274,1663,1852,1017
"YLR130C",602,577,1858,2048,1290,1222,1374,1508
"YLR131C",345,288,213,407,419,397,515,622
"YLR132C",189,168,116,289,207,216,227,198
"YLR133W",770,715,741,1028,893,788,630,593
"YLR134W",65,64,43,111,111,162,262,262
"YLR135W",339,286,341,298,260,256,324,229
"YLR136C",203,167,490,348,78,67,195,931
"YLR137W",107,111,170,119,84,56,96,143
"YLR138W",986,938,1520,1586,1235,1295,1522,1238
"YLR139C",249,192,191,159,106,142,156,166
"YLR141W",62,62,44,46,57,56,70,68
"YLR142W",2618,2124,1997,231,37,20,40,40
"YLR143W",144,164,323,493,444,448,463,380
"YLR144C",382,371,370,421,366,404,424,368
"YLR145W",99,109,154,185,157,144,157,128
"YLR146C",36,33,102,176,172,198,231,149
"YLR146W-A",17,25,39,70,64,69,93,62
"YLR147C",96,89,111,168,146,154,169,117
"YLR148W",891,840,718,605,527,498,546,512
"YLR149C",5786,4610,1428,294,115,36,34,59
"YLR150W",334,288,750,1882,2584,4057,7899,10770
"YLR151C",654,612,240,107,75,62,97,105
"YLR152C",427,418,383,112,63,76,136,204
"YLR153C",739,647,826,1229,1444,1881,3074,2886
"YLR154C",60,50,37,78,136,178,252,159
"YLR154W-A",25,29,21,22,12,9,15,19
"YLR154W-B",9,41,9,15,4,8,8,9
"YLR154W-C",358,674,326,358,159,153,227,213
"ITS2-1",175,109,75,71,36,56,90,110
"YLR154W-E",36,312,160,37,1,8,10,10
"ITS1-1",146,154,137,147,89,148,201,211
"YLR154W-F",23,20,7,11,10,6,2,6
"ETS1-1",916,941,832,668,449,574,797,773
"RDN5-1",16,13,9,5,4,5,9,15
"ITS2-2",170,115,70,57,27,69,79,127
"ITS1-2",185,167,105,147,80,125,172,212
"ETS1-2",926,933,756,682,473,579,696,786
"RDN5-2",12,6,11,3,5,3,7,8
"YLR154C-H",1,16,10,4,0,1,7,44
"YLR155C",992,1020,952,663,431,367,415,424
"YLR156W",19,22,7,6,5,1,8,11
"RDN5-3",6,6,8,2,3,1,1,2
"YLR156C-A",0,2,3,1,0,0,3,15
"YLR157C",1001,973,942,666,445,360,438,427
"YLR157W-D",8,5,0,2,0,3,1,2
"YLR157C-B",3091,3003,2876,2680,2577,2858,3379,2959
"YLR157W-E",0,6,9,7,3,2,2,1
"RDN5-4",2,5,11,1,1,1,2,2
"YLR157C-C",0,5,4,1,0,0,3,4
"YLR158C",985,968,1046,672,425,387,445,472
"YLR159W",15,13,9,8,7,5,6,5
"RDN5-5",1,3,2,3,3,4,2,2
"YLR159C-A",0,0,2,2,0,0,6,6
"YLR160C",1006,1022,963,670,444,346,413,411
"YLR161W",15,17,18,3,11,6,3,4
"RDN5-6",4,1,1,3,0,1,3,1
"YLR162W",0,6,1,4,1,0,0,2
"YLR162W-A",4,28,16,18,1,3,2,9
"YLR163C",833,866,707,619,526,480,466,403
"YLR164W",654,443,210,85,31,19,29,24
"YLR165C",313,303,206,125,93,83,77,90
"YLR166C",759,835,747,777,690,702,735,707
"YLR167W",933,877,1487,3526,5031,7552,15747,23945
"YLR168C",380,312,411,754,524,418,426,433
"YLR170C",385,375,387,393,275,286,243,239
"YLR172C",92,93,202,522,617,869,1271,888
"YLR173W",482,467,385,568,370,300,268,244
"YLR174W",871,1066,741,324,120,103,82,102
"YLR175W",71,93,1068,2575,3053,3974,5598,4006
"YLR176C",425,339,225,119,130,169,201,214
"YLR177W",1147,1009,384,161,110,95,170,367
"YLR178C",5808,5644,3891,1955,798,380,125,119
"YLR179C",101,113,347,1266,1207,1171,1139,720
"YLR180W",500,428,2650,10791,10236,8017,2962,334
"YLR181C",564,482,397,332,322,390,484,401
"YLR182W",905,751,485,520,484,617,732,731
"YLR183C",44,38,61,385,537,605,871,719
"YLR185W",47,41,200,709,939,1535,2842,3340
"YLR186W",16,24,239,510,502,632,729,497
"YLR187W",165,158,331,274,208,253,274,226
"YLR188W",297,269,334,478,512,718,897,723
"YLR189C",1422,1368,1373,1162,752,667,711,856
"YLR190W",445,439,446,727,598,685,783,810
"YLR191W",337,323,358,455,357,319,308,215
"YLR192C",476,492,655,1005,978,1094,1513,1466
"YLR193C",679,632,331,163,120,160,166,126
"YLR194C",213,247,373,300,263,293,279,260
"YLR195C",338,360,453,679,745,791,1015,707
"YLR196W",9,18,489,1177,1283,1706,2200,1041
"YLR197W",62,81,1267,2972,3650,4991,7846,6162
"YLR198C",1,2,46,136,138,207,304,203
"YLR199C",285,245,264,328,266,302,279,250
"YLR200W",155,165,216,350,384,431,522,410
"YLR201C",820,853,659,302,177,165,183,218
"YLR202C",64,68,55,26,24,28,21,23
"YLR203C",1517,1368,930,555,422,414,440,401
"YLR204W",542,518,324,203,165,147,150,154
"YLR205C",145,157,146,90,25,24,51,138
"YLR206W",3590,3316,2347,1206,751,759,835,1047
"YLR207W",664,597,530,410,305,329,397,379
"YLR208W",755,768,881,894,845,977,1272,1192
"YLR209C",334,332,270,225,229,287,358,334
"YLR210W",64,63,121,161,208,272,310,243
"YLR211C",395,324,306,262,184,159,149,151
"YLR212C",74,60,126,375,419,411,503,402
"YLR213C",38,17,36,26,12,25,20,29
"YLR214W",174,160,308,452,215,255,439,815
"YLR215C",61,43,132,194,186,220,205,168
"YLR216C",1650,1574,1454,1001,857,1010,1327,1516
"YLR218C",224,190,167,108,70,44,45,79
"YLR219W",1379,1263,893,551,373,356,352,407
"YLR220W",826,685,622,562,581,607,517,363
"YLR221C",40,61,217,499,544,691,852,539
"YLR222C",5,3,434,940,883,1198,1312,740
"YLR222C-A",6,8,37,58,43,76,48,41
"YLR223C",222,301,1789,1925,1641,1879,1508,1169
"YLR224W",545,551,545,422,342,299,300,284
"YLR225C",438,504,809,841,533,423,380,426
"YLR226W",107,143,347,326,288,243,229,190
"YLR227C",167,157,148,137,95,96,121,130
"tL(UAG)L1",4,2,3,6,10,8,8,13
"YLR227W-B",3340,2959,3084,2979,2948,3278,3687,3538
"YLR228C",892,676,531,457,341,368,547,490
"YLR229C",728,765,765,818,711,880,1068,1070
"YLR230W",0,2,4,2,1,2,1,0
"YLR231C",321,300,307,292,309,403,557,515
"YLR233C",129,125,137,200,191,172,201,164
"YLR234W",22,20,14,46,59,68,97,50
"YLR236C",1,4,4,3,1,1,1,1
"YLR237W",111,86,153,232,235,278,393,257
"YLR238W",379,350,387,338,224,223,221,235
"YLR239C",407,377,266,170,133,133,146,148
"YLR240W",692,679,682,412,287,296,335,325
"YLR241W",1145,986,961,1023,745,614,512,554
"YLR242C",101,99,129,134,110,123,161,111
"YLR243W",42,72,289,381,304,315,301,218
"YLR244C",488,452,1070,1642,1428,1885,2441,1667
"YLR245C",69,90,127,115,77,85,57,64
"YLR246W",189,158,275,241,153,131,145,127
"tL(CAA)L",2,2,4,1,0,1,2,4
"YLR247C",942,857,1171,969,796,680,766,681
"YLR248W",2179,1966,2061,1653,1150,1077,1130,1169
"YLR249W",265,311,8568,18835,22268,32512,48221,41850
"YLR250W",1668,1648,1388,972,707,573,641,585
"YLR251W",449,460,346,149,72,18,16,57
"YLR252W",194,200,155,60,29,4,12,20
"YLR253W",620,509,399,484,443,388,444,379
"YLR254C",583,526,330,302,196,144,160,144
"YLR255C",3,1,3,1,3,4,1,2
"YLR256W",1582,1439,1730,2815,2324,2084,2248,2370
"YLR256W-A",446,351,385,317,331,271,365,349
"YLR257W",4741,5151,9627,7618,2214,988,914,1380
"YLR258W",14140,12338,7068,1737,425,212,268,1080
"YLR259C",5147,4617,3124,2176,2053,2342,2928,3042
"YLR260W",197,155,241,321,355,325,392,332
"YLR261C",1,0,1,3,5,1,1,2
"YLR262C",90,103,128,174,150,131,135,122
"YLR262C-A",315,325,416,551,607,638,1058,1158
"YLR263W",172,144,201,234,184,180,226,216
"YLR264W",18,17,107,343,434,663,1142,1464
"YLR265C",193,178,174,190,160,138,201,207
"YLR266C",1160,1144,881,401,275,269,398,380
"YLR267W",6097,6310,3970,658,115,57,121,131
"YLR268W",335,377,297,238,217,337,424,411
"YLR270W",3033,2858,2547,1636,933,576,289,319
"YLR271W",876,878,759,564,333,230,109,109
"YLR272C",136,109,156,379,495,655,865,642
"YLR273C",375,364,343,172,150,112,121,136
"YLR274W",413,368,489,717,638,680,646,550
"YLR275W",162,113,198,181,173,143,160,98
"YLR276C",58,57,693,1500,1411,1907,2226,1052
"YLR277C",283,228,397,434,365,398,464,397
"YLR278C",919,756,919,979,888,890,1041,865
"YLR280C",3,3,2,2,0,2,1,0
"YLR281C",7,6,4,2,2,1,1,1
"YLR283W",362,332,227,152,116,99,116,173
"YLR284C",2124,2298,1484,600,221,128,101,94
"YLR285W",141,147,223,381,488,621,793,620
"YLR285C-A",299,344,307,259,203,221,240,337
"YLR286C",8241,7719,6977,5981,4363,3952,4492,6053
"YLR287C",33,52,237,495,412,474,541,374
"YLR287C-A",565,608,835,1342,1551,2035,3821,5090
"YLR288C",177,170,196,168,160,169,180,164
"YLR289W",411,320,203,158,136,117,140,112
"YLR290C",709,689,492,311,217,184,182,224
"YLR291C",325,288,441,579,581,678,818,577
"YLR292C",156,188,311,473,450,501,562,479
"YLR293C",381,392,1158,1769,1959,2659,4126,4146
"YLR294C",1035,1073,843,634,318,233,208,328
"YLR295C",954,985,794,608,305,190,210,276
"YLR296W",2,2,9,5,0,1,1,1
"YLR297W",107,77,101,46,37,29,29,52
"YLR298C",317,345,327,280,214,192,185,174
